"ANOENC","NUMERO","NORDEN","CATEGMH","SUSPRIN","RELASP","EDAD","SEXO","PAISNACIM","NACIONA","PAISNACION","SITURES","ECIVILLEGAL","NORDENCO","UNION","CONVIVENCIA","NORDENPA","PAISPADRE","NORDENMA","PAISMADRE","ESTUDIOS","ESTUDRED","SITUACT","SITURED","OCU","JORNADA","PERCEP","IMPEXACP","INTERINP","NINODEP","HIJODEP","ADULTO","FACTOR"
2023,457,2,1,1,1,65,1,1,1,NA,1,2,1,1,1,99,1,99,1,2,1,4,2,2,NA,1,-9,4,6,6,1,550.335978
2023,457,3,1,6,3,26,1,1,1,NA,1,1,99,NA,3,2,1,1,1,5,4,1,1,1,1,1,-9,3,6,6,1,550.335978
2023,458,1,1,1,1,62,1,1,1,NA,1,5,2,2,2,99,1,99,1,3,2,1,1,1,1,1,1750,4,6,6,1,681.701647
2023,458,2,1,6,2,61,6,4,2,3,1,1,1,2,2,99,4,99,4,4,3,3,1,2,NA,6,NA,NA,6,6,1,681.701647
2023,459,1,1,1,1,59,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,8,2,2,NA,1,-9,3,6,6,1,410.575482
2023,459,2,1,6,2,43,6,4,1,NA,1,2,1,1,1,99,4,99,4,3,2,3,1,2,NA,1,-9,2,6,6,1,410.575482
2023,459,3,1,6,3,29,6,4,1,NA,1,1,99,NA,3,1,1,2,4,6,4,1,1,1,1,6,NA,NA,6,6,1,410.575482
2023,459,4,1,6,3,14,1,1,1,NA,1,1,99,NA,3,1,1,2,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,410.575482
2023,460,1,1,1,1,76,1,1,1,NA,1,3,99,NA,3,99,1,99,1,3,2,4,2,2,NA,1,-9,5,6,6,1,1333.655913
2023,461,1,1,6,2,47,1,1,1,NA,1,2,2,1,1,99,1,99,1,8,4,1,1,1,1,1,-9,5,6,6,1,777.060537
2023,461,2,1,1,1,46,6,1,1,NA,1,2,1,1,1,99,1,99,1,8,4,1,1,1,1,1,-9,6,6,6,1,777.060537
2023,461,3,1,6,3,11,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,777.060537
2023,461,4,1,6,3,12,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,777.060537
2023,462,1,1,1,1,79,1,1,1,NA,1,2,2,1,1,99,1,99,1,2,1,4,2,2,NA,1,-9,4,6,6,1,2022.019548
2023,462,2,1,6,2,78,6,1,1,NA,1,2,1,1,1,99,1,99,1,2,1,6,2,2,NA,6,NA,NA,6,6,1,2022.019548
2023,463,1,1,1,1,38,1,1,1,NA,1,1,2,2,2,99,1,99,1,4,3,1,1,1,1,1,-9,4,6,6,1,730.077377
2023,463,2,1,6,2,34,6,1,1,NA,1,1,1,2,2,99,1,99,1,7,4,1,1,1,2,1,-9,3,6,6,1,730.077377
2023,463,3,1,6,3,0,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,730.077377
2023,464,1,1,1,1,47,1,1,1,NA,1,5,2,3,2,99,1,99,1,5,4,1,1,1,1,1,-9,4,6,6,1,589.12671
2023,464,2,1,6,2,36,6,1,1,NA,1,5,1,3,2,99,1,99,1,4,3,3,1,2,NA,1,-9,2,6,6,1,589.12671
2023,464,3,1,6,3,16,6,1,1,NA,1,1,99,NA,3,99,1,2,1,3,2,5,2,2,NA,6,NA,NA,1,1,6,589.12671
2023,464,4,1,6,3,11,6,1,1,NA,1,1,99,NA,3,99,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,589.12671
2023,464,5,1,6,3,5,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,589.12671
2023,465,1,1,1,1,47,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,2,1,1,1,1,-9,5,6,6,1,306.959797
2023,465,2,1,6,2,33,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,2,1,1,1,1,-9,4,6,6,1,306.959797
2023,465,3,1,6,3,8,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,306.959797
2023,466,1,1,1,1,76,6,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,-9,4,6,6,1,1279.72773
2023,467,1,1,1,1,85,1,1,1,NA,1,3,99,NA,3,99,1,99,1,6,4,4,2,2,NA,1,-9,6,6,6,1,1777.694298
2023,468,1,1,1,1,50,1,1,1,NA,1,1,2,3,2,99,1,99,1,4,3,1,1,1,1,1,1200,3,6,6,1,640.360771
2023,468,2,1,6,2,45,1,1,1,NA,1,1,1,3,2,99,1,99,1,4,3,3,1,2,NA,1,425,1,6,6,1,640.360771
2023,469,1,1,1,1,60,1,1,1,NA,1,5,99,NA,3,99,1,99,1,4,3,1,1,1,1,1,-9,5,6,6,1,1364.271167
2023,469,2,1,6,3,21,1,1,1,NA,1,1,99,NA,3,1,1,99,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,1364.271167
2023,469,3,1,6,3,19,6,1,1,NA,1,1,99,NA,3,1,1,99,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,1364.271167
2023,470,1,1,1,1,54,1,1,1,NA,1,2,2,1,1,99,1,5,1,2,1,4,2,2,NA,1,1322,3,6,6,1,1499.496931
2023,470,2,1,6,2,49,6,1,1,NA,1,2,1,1,1,99,1,99,1,2,1,1,1,1,2,1,-9,2,6,6,1,1499.496931
2023,470,3,1,6,3,23,6,1,1,NA,1,1,99,NA,3,1,1,2,1,5,4,1,1,1,1,1,1300,3,6,6,1,1499.496931
2023,470,4,1,6,3,22,6,1,1,NA,6,1,99,NA,3,1,1,2,1,5,4,1,1,1,1,1,1150,3,6,6,1,1499.496931
2023,470,5,1,6,4,85,6,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,6,2,2,NA,1,933,2,6,6,1,1499.496931
2023,470,6,1,6,6,70,1,1,1,NA,1,1,99,NA,3,99,1,5,1,3,2,4,2,2,NA,1,1516,4,6,6,1,1499.496931
2023,471,1,1,6,4,61,6,4,3,3,1,5,99,NA,3,99,4,99,4,3,2,3,1,2,NA,6,NA,NA,6,6,1,1560.170099
2023,471,2,1,1,1,21,1,4,3,3,1,1,99,NA,3,99,4,1,4,4,3,1,1,1,1,1,900,2,6,6,1,1560.170099
2023,472,1,1,1,1,85,6,1,1,NA,1,3,99,NA,3,99,1,99,1,1,1,4,2,2,NA,1,-9,2,6,6,1,839.963904
2023,473,1,1,1,1,66,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,4,2,2,NA,1,-9,6,6,6,1,1567.934992
2023,473,2,1,6,2,67,6,1,1,NA,1,2,1,1,1,99,1,99,1,2,1,4,2,2,NA,1,-9,2,6,6,1,1567.934992
2023,474,1,1,1,1,62,1,1,1,NA,1,2,2,1,1,99,1,99,1,8,4,1,1,1,1,1,-9,6,6,6,1,1930.213416
2023,474,2,1,6,2,63,6,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,4,2,2,NA,1,-9,3,6,6,1,1930.213416
2023,474,3,1,6,3,24,1,1,1,NA,1,1,99,NA,3,1,1,2,1,7,4,1,1,1,1,1,-9,3,6,6,1,1930.213416
2023,474,4,1,6,3,21,6,1,1,NA,1,1,99,NA,3,1,1,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,1930.213416
2023,475,1,1,1,1,68,6,1,1,NA,1,1,99,NA,3,99,1,99,1,4,3,4,2,2,NA,1,1283,3,6,6,1,617.557682
2023,476,1,1,1,1,26,1,1,1,NA,1,1,2,3,2,99,1,99,1,5,4,1,1,1,1,1,-9,2,6,6,1,404.364356
2023,476,2,1,6,2,23,6,1,1,NA,1,1,1,3,2,99,1,99,1,5,4,1,1,1,2,1,-9,2,6,6,1,404.364356
2023,477,1,1,1,1,57,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,2,1,1,1,1,2600,6,6,6,1,347.396721
2023,477,2,1,6,2,58,6,1,1,NA,1,2,1,1,1,99,1,99,1,6,4,1,1,1,1,1,1300,3,6,6,1,347.396721
2023,478,1,1,1,1,53,6,1,1,NA,1,5,99,NA,3,99,1,99,1,6,4,1,1,1,1,1,-9,5,6,6,1,1025.073749
2023,478,2,1,6,3,22,6,1,1,NA,1,1,99,NA,3,99,1,1,1,5,4,5,2,2,NA,6,NA,NA,1,1,6,1025.073749
2023,478,3,1,6,3,17,1,1,1,NA,1,1,99,NA,3,99,1,1,1,3,2,5,2,2,NA,6,NA,NA,1,1,6,1025.073749
2023,479,1,1,1,1,42,1,1,1,NA,1,5,99,NA,3,99,1,99,1,3,2,1,1,1,1,1,2000,5,6,6,1,2320.728922
2023,480,1,1,1,1,29,1,1,1,NA,1,1,99,NA,3,99,1,99,1,5,4,1,1,1,1,1,-9,3,6,6,1,505.372046
2023,480,2,1,6,6,23,1,1,1,NA,1,1,99,NA,3,99,1,99,1,4,3,8,2,2,NA,1,-9,3,1,6,6,505.372046
2023,481,1,1,1,1,58,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,3,1,2,NA,1,1100,3,6,6,1,1379.101762
2023,481,2,1,6,2,56,6,1,1,NA,1,2,1,1,1,99,1,99,1,4,3,6,2,2,NA,6,NA,NA,6,6,1,1379.101762
2023,481,3,1,6,3,23,6,1,1,NA,1,1,99,NA,3,1,1,2,1,7,4,5,2,2,NA,6,NA,NA,1,1,6,1379.101762
2023,481,4,1,6,3,15,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1379.101762
2023,482,1,1,1,1,47,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,1,1,1,1,1,-9,4,6,6,1,1467.794175
2023,482,2,1,6,2,52,6,1,1,NA,1,2,1,1,1,99,1,99,1,4,3,7,2,2,NA,1,-9,1,6,6,1,1467.794175
2023,482,3,1,6,3,20,6,1,1,NA,1,1,99,NA,3,1,1,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,1467.794175
2023,482,4,1,6,3,16,1,1,1,NA,1,1,99,NA,3,1,1,2,1,3,2,5,2,2,NA,6,NA,NA,1,1,6,1467.794175
2023,483,1,1,1,1,35,6,4,2,3,1,1,6,3,2,99,4,99,4,3,2,1,1,1,2,1,-9,2,6,6,1,1585.222249
2023,483,2,1,6,3,10,1,1,1,NA,1,1,99,NA,3,6,4,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1585.222249
2023,483,3,1,6,3,8,6,1,1,NA,1,1,99,NA,3,6,4,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1585.222249
2023,483,4,1,6,3,6,1,1,1,NA,1,1,99,NA,3,6,4,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1585.222249
2023,483,5,1,6,3,1,6,1,1,NA,1,1,99,NA,3,6,4,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1585.222249
2023,483,6,1,6,2,33,1,4,2,3,6,1,1,3,2,99,4,99,4,3,2,1,1,1,2,1,-9,2,6,6,1,1585.222249
2023,484,1,1,1,1,37,1,1,1,NA,1,2,2,1,1,99,4,99,1,6,4,1,1,1,1,1,3650,7,6,6,1,422.722889
2023,484,2,1,6,2,31,6,4,2,1,1,2,1,1,1,99,4,99,4,7,4,2,1,1,2,1,400,1,6,6,1,422.722889
2023,484,3,1,6,3,3,1,1,1,NA,1,1,99,NA,3,1,1,2,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,422.722889
2023,484,4,1,6,3,1,1,1,1,NA,1,1,99,NA,3,1,1,2,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,422.722889
2023,485,1,1,6,2,47,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,1,1,1,1,-9,-9,-9,6,6,1,1362.597198
2023,485,2,1,1,1,46,6,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,1,1,1,1,-9,-9,-9,6,6,1,1362.597198
2023,485,3,1,6,3,17,1,1,1,NA,1,1,99,NA,3,1,1,2,1,4,3,5,2,2,NA,-9,-9,-9,1,1,6,1362.597198
2023,485,4,1,6,3,12,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,-9,-9,-9,1,1,6,1362.597198
2023,486,1,1,1,1,60,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,4,2,2,NA,1,-9,4,6,6,1,1270.105591
2023,486,2,1,6,2,58,6,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,1,1,1,1,1,-9,3,6,6,1,1270.105591
2023,486,3,1,6,3,22,1,1,1,NA,1,1,99,NA,3,1,1,2,1,5,4,1,1,1,1,1,-9,3,6,6,1,1270.105591
2023,487,1,1,1,1,63,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,4,2,2,NA,1,-9,2,6,6,1,740.75994
2023,487,2,1,6,2,62,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,6,2,2,NA,6,NA,NA,6,6,1,740.75994
2023,488,1,1,1,1,31,6,1,1,NA,1,1,99,NA,3,99,1,99,1,5,4,1,1,1,1,1,-9,3,6,6,1,895.153002
2023,488,2,1,6,3,5,1,1,1,NA,1,1,99,NA,3,99,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,895.153002
2023,489,1,1,1,1,45,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,1,1,1,1,1,-9,5,6,6,1,1302.288979
2023,489,2,1,6,2,40,6,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,1,1,1,1,1,-9,4,6,6,1,1302.288979
2023,489,3,1,6,3,6,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1302.288979
2023,490,1,1,6,2,60,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,3,1,2,NA,1,-9,2,6,6,1,478.749032
2023,490,2,1,1,1,57,6,1,1,NA,1,2,1,1,1,99,1,99,1,4,3,1,1,1,1,1,-9,3,6,6,1,478.749032
2023,491,1,1,1,1,53,1,1,1,NA,1,5,99,NA,3,99,1,99,1,4,3,1,1,1,1,1,-9,4,6,6,1,1042.877298
2023,492,1,1,1,1,42,1,1,1,NA,1,1,99,NA,3,99,1,99,1,5,4,1,1,1,1,1,-9,-9,6,6,1,2451.384677
2023,493,1,1,1,1,58,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,1,1,1,1,1,-9,4,6,6,1,507.657364
2023,493,2,1,6,2,50,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,3,1,2,NA,6,NA,NA,6,6,1,507.657364
2023,494,1,1,1,1,42,1,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,1,1,1,1,1,-9,3,6,6,1,272.013653
2023,494,2,1,6,2,37,6,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,1,1,1,2,1,-9,3,6,6,1,272.013653
2023,494,3,1,6,3,8,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,272.013653
2023,494,4,1,6,3,4,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,272.013653
2023,495,1,1,1,1,54,6,1,1,NA,1,5,99,NA,3,99,1,99,1,5,4,1,1,1,2,1,-9,-9,6,6,1,646.930226
2023,495,2,1,6,3,22,6,1,1,NA,1,1,99,NA,3,99,1,1,1,6,4,5,2,2,NA,1,-9,-9,1,1,6,646.930226
2023,496,1,1,1,1,72,1,1,1,NA,1,2,2,1,1,99,1,99,1,2,1,4,2,2,NA,1,-9,4,6,6,1,611.89787
2023,496,2,1,6,2,69,6,1,1,NA,1,2,1,1,1,99,1,99,1,2,1,4,2,2,NA,1,-9,2,6,6,1,611.89787
2023,497,1,1,1,1,49,1,1,1,NA,1,5,99,NA,3,99,1,99,1,6,4,1,1,1,1,1,-9,3,6,6,1,780.4612
2023,498,1,1,6,2,37,1,1,1,NA,1,1,2,3,2,99,1,99,1,2,1,3,1,2,NA,6,NA,NA,6,6,1,339.203506
2023,498,2,1,1,1,39,6,1,1,NA,1,1,1,3,2,99,1,99,1,2,1,3,1,2,NA,1,1058,3,6,6,1,339.203506
2023,498,3,1,6,3,18,6,1,1,NA,1,1,99,NA,3,1,1,2,1,3,2,5,2,2,NA,6,NA,NA,1,1,6,339.203506
2023,498,4,1,6,3,8,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,339.203506
2023,498,5,1,6,3,7,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,339.203506
2023,499,1,1,1,1,26,1,4,2,3,1,1,99,NA,3,99,4,99,4,7,4,5,2,2,NA,1,-9,-9,6,6,1,5261.111736
2023,499,2,1,6,6,29,6,4,2,3,1,1,99,NA,3,99,4,99,4,7,4,5,2,2,NA,1,-9,-9,6,6,1,5261.111736
2023,499,3,1,6,6,29,6,4,2,3,1,1,99,NA,3,99,4,99,4,7,4,5,2,2,NA,1,-9,-9,6,6,1,5261.111736
2023,500,1,1,1,1,46,1,4,2,3,1,1,2,3,2,99,4,99,4,6,4,1,1,1,1,1,-9,2,6,6,1,1215.655864
2023,500,2,1,6,2,47,6,4,2,3,1,5,1,3,2,99,4,99,4,4,3,1,1,1,1,1,-9,-9,6,6,1,1215.655864
2023,500,3,1,6,3,11,6,1,3,3,1,1,99,NA,3,1,4,2,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1215.655864
2023,500,4,1,6,3,23,1,4,3,3,1,1,99,NA,3,99,4,2,4,4,3,5,2,2,NA,6,NA,NA,1,1,6,1215.655864
2023,501,1,1,1,1,43,1,4,2,3,1,2,2,1,1,99,4,99,4,2,1,1,1,1,1,1,1235,3,6,6,1,705.550024
2023,501,2,1,6,2,33,6,4,2,3,1,2,1,1,1,99,4,99,4,4,3,3,1,2,NA,6,NA,NA,6,6,1,705.550024
2023,502,1,1,1,1,43,6,1,1,NA,1,1,99,NA,3,99,1,99,1,5,4,1,1,1,1,1,-9,4,6,6,1,443.985305
2023,503,1,1,1,1,44,6,1,1,NA,1,2,2,1,1,99,1,99,1,6,4,1,1,1,1,1,1730,4,6,6,1,382.985376
2023,503,2,1,6,2,48,1,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,3,1,2,NA,1,900,2,6,6,1,382.985376
2023,503,3,1,6,3,10,1,1,1,NA,1,1,99,NA,3,2,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,382.985376
2023,504,1,1,1,1,73,1,1,1,NA,1,2,2,1,1,99,1,99,1,6,4,4,2,2,NA,1,-9,5,6,6,1,299.811221
2023,504,2,1,6,2,71,6,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,4,2,2,NA,1,-9,5,6,6,1,299.811221
2023,505,1,1,1,1,63,1,1,1,NA,1,5,99,NA,3,99,1,99,1,5,4,4,2,2,NA,1,-9,5,6,6,1,454.181951
2023,506,1,1,1,1,54,6,1,1,NA,1,5,99,NA,3,99,1,99,1,7,4,1,1,1,1,1,-9,5,6,6,1,2221.715304
2023,507,1,1,1,1,64,1,1,1,NA,1,1,99,NA,3,99,1,99,1,3,2,3,1,2,NA,1,480,1,6,6,1,741.744929
2023,508,1,1,6,2,47,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,2,1,-9,-9,6,6,1,313.233134
2023,508,2,1,1,1,44,6,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,1,1,1,1,1,-9,-9,6,6,1,313.233134
2023,508,3,1,6,3,14,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,313.233134
2023,508,4,1,6,3,11,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,313.233134
2023,509,1,1,1,1,51,1,1,1,NA,1,2,2,1,1,99,1,99,1,6,4,1,1,1,1,1,-9,6,6,6,1,473.362099
2023,509,2,1,6,2,46,6,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,3,1,2,NA,6,NA,NA,6,6,1,473.362099
2023,509,3,1,6,3,8,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,473.362099
2023,510,1,1,1,1,43,1,1,1,NA,1,1,2,3,2,99,1,99,1,2,1,1,1,1,1,1,-9,3,6,6,1,1044.045891
2023,510,2,1,6,2,48,6,1,1,NA,1,2,1,3,2,99,1,99,1,2,1,1,1,1,1,1,-9,2,6,6,1,1044.045891
2023,511,1,1,1,1,58,6,1,1,NA,1,5,99,NA,3,99,1,99,1,7,4,1,1,1,1,1,-9,5,6,6,1,834.372117
2023,511,2,1,6,3,20,1,1,1,NA,1,1,99,NA,3,99,4,1,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,834.372117
2023,512,1,1,1,1,46,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,1,1,1,1,1,1400,3,6,6,1,1050.161508
2023,512,2,1,6,2,43,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,3,1,2,NA,6,NA,NA,6,6,1,1050.161508
2023,512,3,1,6,3,11,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1050.161508
2023,512,4,1,6,3,8,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1050.161508
2023,513,1,1,6,2,47,1,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,1,1,1,1,1,-9,2,6,6,1,1365.444457
2023,513,2,1,1,1,46,6,1,1,NA,1,2,1,1,1,99,1,99,1,8,4,1,1,1,1,1,-9,4,6,6,1,1365.444457
2023,514,1,1,1,1,60,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,1,1,1,1,1,4000,7,6,6,1,2819.243429
2023,514,2,1,6,2,59,6,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,2,1,1,1,1,1300,3,6,6,1,2819.243429
2023,514,3,1,6,3,27,6,1,1,NA,1,1,99,NA,3,1,1,2,1,7,4,1,1,1,1,1,1500,4,6,6,1,2819.243429
2023,514,4,1,6,3,25,6,1,1,NA,1,1,99,NA,3,1,1,2,1,7,4,1,1,1,1,1,1100,3,6,6,1,2819.243429
2023,514,5,1,6,3,20,1,1,1,NA,1,1,99,NA,3,1,1,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,2819.243429
2023,515,1,1,6,2,74,6,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,6,2,2,NA,-9,-9,-9,6,6,1,1028.166467
2023,515,2,1,1,1,82,1,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,4,2,2,NA,-9,-9,-9,6,6,1,1028.166467
2023,515,3,1,6,3,53,1,1,1,NA,1,5,99,NA,3,2,1,1,1,5,4,1,1,1,1,-9,-9,-9,6,6,1,1028.166467
2023,516,1,1,1,1,63,1,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,1,1,1,1,1,-9,5,6,6,1,1006.643286
2023,516,2,1,6,2,62,6,1,1,NA,1,2,1,1,1,99,1,5,1,4,3,6,2,2,NA,6,NA,NA,6,6,1,1006.643286
2023,516,3,1,6,3,35,1,1,1,NA,1,1,99,NA,3,1,1,2,1,7,4,1,1,1,2,1,-9,3,6,6,1,1006.643286
2023,516,4,1,6,3,28,1,1,1,NA,1,1,99,NA,3,1,1,2,1,7,4,1,1,1,1,1,-9,4,6,6,1,1006.643286
2023,516,5,1,6,5,85,6,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,-9,2,6,6,1,1006.643286
2023,517,1,1,1,1,60,6,1,1,NA,1,1,99,NA,3,99,1,2,1,3,2,1,1,1,1,1,1200,3,6,6,1,132.105332
2023,517,2,1,6,4,85,6,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,6,2,2,NA,1,1167,3,6,6,1,132.105332
2023,518,1,1,1,1,49,1,2,2,1,1,1,2,2,2,99,2,99,2,6,4,1,1,1,1,1,-9,4,6,6,1,758.785434
2023,518,2,1,6,2,44,6,1,1,NA,1,1,1,2,2,99,1,99,1,7,4,1,1,1,1,1,-9,4,6,6,1,758.785434
2023,518,3,1,6,3,12,1,1,1,NA,1,1,99,NA,3,1,2,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,758.785434
2023,518,4,1,6,3,9,1,1,1,NA,1,1,99,NA,3,1,2,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,758.785434
2023,518,5,1,6,3,4,6,1,1,NA,1,1,99,NA,3,1,2,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,758.785434
2023,519,1,1,1,1,29,6,1,1,NA,1,1,99,NA,3,99,1,99,1,7,4,1,1,1,1,1,-9,3,6,6,1,603.85683
2023,520,1,1,1,1,47,6,4,3,3,1,5,99,NA,3,99,1,99,4,6,4,1,1,1,1,1,2300,5,6,6,1,122.997423
2023,520,2,1,6,3,13,1,1,1,NA,1,1,99,NA,3,99,1,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,122.997423
2023,520,3,1,6,3,11,1,1,1,NA,1,1,99,NA,3,99,1,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,122.997423
2023,521,1,1,1,1,58,1,1,1,NA,1,2,2,1,1,99,1,99,1,2,1,4,2,2,NA,1,1204,3,6,6,1,419.398932
2023,521,2,1,6,2,58,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,6,2,2,NA,6,NA,NA,6,6,1,419.398932
2023,522,1,1,1,1,40,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,-9,3,6,6,1,1798.305402
2023,522,2,1,6,2,38,6,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,3,1,2,NA,1,-9,1,6,6,1,1798.305402
2023,522,3,1,6,3,4,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1798.305402
2023,523,1,1,1,1,62,1,1,1,NA,1,2,2,1,1,99,1,99,1,8,4,1,1,1,1,-9,-9,-9,6,6,1,1522.039184
2023,523,2,1,6,2,61,6,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,1,1,1,1,-9,-9,-9,6,6,1,1522.039184
2023,523,3,1,6,3,26,1,1,1,NA,1,1,99,NA,3,1,1,2,1,7,4,1,1,1,1,-9,-9,-9,6,6,1,1522.039184
2023,524,1,1,1,1,57,1,1,1,NA,1,1,99,NA,3,99,1,99,1,3,2,1,1,1,1,1,1000,3,6,6,1,864.447396
2023,524,2,1,6,6,84,6,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,8,2,2,NA,1,816,2,6,6,1,864.447396
2023,525,1,1,1,1,50,1,1,1,NA,1,1,99,NA,3,99,1,99,1,8,4,1,1,1,1,1,-9,6,6,6,1,678.149231
2023,526,1,1,1,1,85,6,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,900,2,6,6,1,1802.198254
2023,527,1,1,1,1,82,1,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,4,2,2,NA,1,1860,4,6,6,1,181.872702
2023,527,2,1,6,2,83,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,6,2,2,NA,1,560,2,6,6,1,181.872702
