"ANOENC","NUMERO","NORDEN","CATEGMH","SUSPRIN","RELASP","EDAD","SEXO","PAISNACIM","NACIONA","PAISNACION","SITURES","ECIVILLEGAL","NORDENCO","UNION","CONVIVENCIA","NORDENPA","PAISPADRE","NORDENMA","PAISMADRE","ESTUDIOS","ESTUDRED","SITUACT","SITURED","OCU","JORNADA","PERCEP","IMPEXACP","INTERINP","NINODEP","HIJODEP","ADULTO","FACTOR"
2023,1,1,1,1,1,50,6,1,1,NA,1,1,99,NA,3,99,1,99,1,3,2,1,1,1,1,1,-9,3,6,6,1,400.95406
2023,2,1,1,1,1,41,6,1,1,NA,1,5,99,NA,3,99,1,99,1,7,4,1,1,1,2,1,-9,2,6,6,1,1575.616402
2023,2,2,1,6,3,11,1,1,1,NA,1,1,99,NA,3,99,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1575.616402
2023,2,3,1,6,3,9,1,1,1,NA,1,1,99,NA,3,99,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1575.616402
2023,3,1,1,1,1,64,1,1,1,NA,1,4,99,NA,3,99,1,99,1,4,3,2,1,1,1,1,850,2,6,6,1,962.46536
2023,4,1,1,1,1,70,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,4,2,2,NA,1,-9,5,6,6,1,621.096916
2023,4,2,1,6,2,69,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,6,2,2,NA,6,NA,NA,6,6,1,621.096916
2023,5,1,1,1,1,60,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,1,1,1,1,1,2570,6,6,6,1,260.852439
2023,5,2,1,6,2,58,6,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,1,1,1,2,1,930,2,6,6,1,260.852439
2023,5,3,1,6,3,21,1,1,1,NA,1,1,99,NA,3,1,1,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,260.852439
2023,5,4,1,6,3,24,6,1,1,NA,6,1,99,NA,3,1,1,2,1,6,4,5,2,2,NA,6,NA,NA,1,1,6,260.852439
2023,6,1,1,1,1,69,6,1,1,NA,1,4,99,NA,3,99,1,99,1,2,1,7,2,2,NA,1,1400,3,6,6,1,886.045348
2023,7,1,1,1,1,79,1,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,958,2,6,6,1,255.876616
2023,8,1,1,1,1,76,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,4,2,2,NA,1,-9,4,6,6,1,457.008134
2023,8,2,1,6,2,75,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,4,2,2,NA,1,-9,2,6,6,1,457.008134
2023,9,1,1,1,1,40,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,1,1,1,1,1,-9,3,6,6,1,1005.400286
2023,9,2,1,6,2,37,6,1,1,NA,1,2,1,1,1,99,1,99,1,6,4,1,1,1,1,1,-9,3,6,6,1,1005.400286
2023,10,1,1,1,1,68,1,1,1,NA,6,2,2,1,1,99,1,99,1,3,2,4,2,2,NA,1,-9,3,6,6,1,802.184874
2023,10,2,1,6,2,62,6,1,1,NA,1,2,1,1,1,99,1,5,1,3,2,6,2,2,NA,6,NA,NA,6,6,1,802.184874
2023,10,3,1,6,3,30,6,1,1,NA,1,2,99,NA,3,1,1,2,1,5,4,1,1,1,1,1,-9,3,6,6,1,802.184874
2023,10,4,1,6,6,2,6,1,1,NA,1,1,99,NA,3,99,1,3,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,802.184874
2023,10,5,1,6,5,85,6,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,-9,2,6,6,1,802.184874
2023,11,1,1,6,2,65,6,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,4,2,2,NA,1,-9,2,6,6,1,452.425942
2023,11,2,1,1,1,69,1,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,4,2,2,NA,1,-9,3,6,6,1,452.425942
2023,12,1,1,1,1,60,1,1,1,NA,1,2,2,1,1,99,1,99,1,1,1,4,2,2,NA,1,-9,2,6,6,1,262.721881
2023,12,2,1,6,2,49,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,7,2,2,NA,1,-9,2,6,6,1,262.721881
2023,13,1,1,6,2,42,6,4,3,3,1,2,2,1,1,99,4,99,4,4,3,3,1,2,NA,1,-9,-9,6,6,1,2105.799674
2023,13,2,1,1,1,43,1,4,3,3,1,2,1,1,1,99,4,99,4,4,3,1,1,1,1,1,-9,-9,6,6,1,2105.799674
2023,13,3,1,6,3,22,1,4,3,3,1,1,99,NA,3,2,4,1,4,3,2,5,2,2,NA,6,NA,NA,1,1,6,2105.799674
2023,14,1,1,1,1,19,1,1,1,NA,1,1,99,NA,3,99,1,99,1,3,2,1,1,1,1,1,1200,3,6,6,1,676.854077
2023,15,1,1,1,1,42,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,1913,4,6,6,1,814.229637
2023,15,2,1,6,2,42,6,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,1,1,1,1,1,1224,3,6,6,1,814.229637
2023,16,2,1,1,1,40,6,4,1,NA,1,5,99,NA,3,99,4,99,4,4,3,1,1,1,1,1,1216,3,6,6,1,2555.253887
2023,16,3,1,6,3,19,1,4,1,NA,1,1,99,NA,3,99,4,2,4,3,2,1,1,1,1,1,850,2,6,6,1,2555.253887
2023,16,4,1,6,3,11,1,4,2,3,1,1,99,NA,3,99,4,2,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,2555.253887
2023,16,5,1,6,3,6,6,4,2,3,1,1,99,NA,3,99,4,2,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,2555.253887
2023,16,6,1,6,6,35,6,4,2,3,1,1,99,NA,3,99,4,99,4,5,4,1,1,1,1,1,1200,3,6,6,1,2555.253887
2023,16,7,1,6,6,19,6,4,2,3,1,1,99,NA,3,99,4,6,4,3,2,3,1,2,NA,6,NA,NA,6,6,1,2555.253887
2023,16,8,1,6,6,26,6,4,2,3,1,1,99,NA,3,99,4,99,4,4,3,1,1,1,1,1,900,2,6,6,1,2555.253887
2023,17,1,1,1,1,61,6,1,1,NA,1,5,99,NA,3,99,1,99,1,5,4,1,1,1,1,1,1300,3,6,6,1,320.505612
2023,18,1,1,1,1,58,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,-9,6,6,6,1,490.526126
2023,18,2,1,6,2,59,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,6,2,2,NA,6,NA,NA,6,6,1,490.526126
2023,19,1,1,1,1,32,6,1,1,NA,1,1,99,NA,3,99,1,99,1,5,4,1,1,1,1,1,1300,3,6,6,1,1333.05724
2023,20,1,1,1,1,56,1,4,3,3,1,2,2,1,1,99,4,99,4,7,4,1,1,1,1,1,1153,3,6,6,1,409.11597
2023,20,2,1,6,2,57,6,4,3,3,1,2,1,1,1,99,1,99,1,7,4,3,1,2,NA,6,NA,NA,6,6,1,409.11597
2023,21,1,1,1,1,70,6,1,1,NA,1,3,99,NA,3,99,1,99,1,1,1,6,2,2,NA,1,700,2,6,6,1,1720.280152
2023,22,1,1,6,2,40,6,2,2,1,1,2,2,1,1,99,2,99,2,7,4,1,1,1,1,1,-9,4,6,6,1,947.698148
2023,22,2,1,1,1,66,1,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,4,2,2,NA,1,-9,4,6,6,1,947.698148
2023,22,3,1,6,3,3,1,1,1,NA,1,1,99,NA,3,2,1,1,2,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,947.698148
2023,23,1,1,1,1,59,6,1,1,NA,1,5,99,NA,3,99,1,99,1,2,1,1,1,1,2,1,-9,2,6,6,1,1184.428731
2023,24,1,1,1,1,48,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,1,1,1,1,1,-9,-9,6,6,1,415.419756
2023,24,2,1,6,2,46,6,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,1,1,1,1,1,-9,-9,6,6,1,415.419756
2023,24,3,1,6,3,13,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,415.419756
2023,24,4,1,6,3,7,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,415.419756
2023,25,1,1,6,6,69,6,1,1,NA,1,1,99,NA,3,99,1,99,1,6,4,4,2,2,NA,1,732,2,6,6,1,936.344295
2023,25,2,1,1,1,78,1,1,1,NA,1,4,99,NA,3,99,1,99,1,7,4,4,2,2,NA,1,-9,4,6,6,1,936.344295
2023,26,1,1,1,1,31,1,4,3,3,1,1,2,3,2,99,4,99,4,5,4,1,1,1,2,1,-9,2,6,6,1,1141.443882
2023,26,2,1,6,2,23,6,4,2,3,1,1,1,3,2,99,4,99,4,4,3,3,1,2,NA,6,NA,NA,6,6,1,1141.443882
2023,27,1,1,1,1,53,6,1,1,NA,1,1,99,NA,3,99,1,99,1,5,4,1,1,1,1,1,-9,3,6,6,1,340.966444
2023,28,1,1,1,1,51,1,1,1,NA,1,5,99,NA,3,99,1,2,1,6,4,3,1,2,NA,1,-9,-9,6,6,1,910.102203
2023,28,2,1,6,4,82,6,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,6,2,2,NA,1,-9,-9,6,6,1,910.102203
2023,29,1,1,1,1,41,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,1,1,1,1,1,-9,3,6,6,1,293.119128
2023,29,2,1,6,2,38,6,1,1,NA,1,2,1,1,1,99,1,99,1,8,4,3,1,2,NA,6,NA,NA,6,6,1,293.119128
2023,29,3,1,6,3,1,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,293.119128
2023,30,1,1,1,1,37,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,-9,3,6,6,1,828.525691
2023,30,2,1,6,2,29,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,1,1,1,2,1,-9,2,6,6,1,828.525691
2023,30,3,1,6,3,11,1,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,828.525691
2023,30,4,1,6,3,4,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,828.525691
2023,31,1,1,1,1,57,1,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,1,1,1,1,1,2800,6,6,6,1,393.776222
2023,31,2,1,6,2,53,6,1,1,NA,1,2,1,1,1,99,1,99,1,4,3,1,1,1,1,1,1400,3,6,6,1,393.776222
2023,31,3,1,6,3,20,6,1,1,NA,1,1,99,NA,3,1,1,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,393.776222
2023,31,4,1,6,3,14,6,1,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,393.776222
2023,32,1,1,1,1,38,1,2,2,1,1,2,2,1,1,99,2,99,2,4,3,1,1,1,1,1,-9,4,6,6,1,1059.466071
2023,32,2,1,6,2,34,6,2,2,1,1,2,1,1,1,99,2,99,2,4,3,1,1,1,1,1,-9,3,6,6,1,1059.466071
2023,32,3,1,6,3,8,1,1,2,1,1,1,99,NA,3,1,2,2,2,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1059.466071
2023,32,4,1,6,3,6,6,1,2,1,1,1,99,NA,3,1,2,2,2,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1059.466071
2023,33,1,1,1,1,37,6,1,1,NA,1,5,99,NA,3,99,1,99,1,4,3,1,1,1,2,1,-9,3,6,6,1,666.556645
2023,33,2,1,6,3,9,1,1,1,NA,1,1,99,NA,3,99,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,666.556645
2023,33,3,1,6,3,7,1,1,1,NA,1,1,99,NA,3,99,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,666.556645
2023,34,1,1,1,1,57,6,1,1,NA,1,1,99,NA,3,99,1,2,1,6,4,1,1,1,1,1,-9,2,6,6,1,1220.459076
2023,34,2,1,6,4,84,6,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,8,2,2,NA,1,-9,3,6,6,1,1220.459076
2023,35,1,1,1,1,79,6,1,1,NA,1,3,99,NA,3,99,1,99,1,3,2,4,2,2,NA,1,950,2,6,6,1,490.509713
2023,36,1,1,1,1,46,1,2,3,1,1,1,2,3,2,99,2,99,2,3,2,1,1,1,2,1,1400,3,6,6,1,566.106082
2023,36,2,1,6,2,48,6,2,3,1,1,1,1,3,2,99,2,99,2,3,2,1,1,1,1,1,1100,3,6,6,1,566.106082
2023,36,3,1,6,3,25,6,2,3,1,1,1,99,NA,3,1,2,2,2,3,2,1,1,1,1,1,-9,3,6,6,1,566.106082
2023,36,4,1,6,3,15,1,2,3,1,1,1,99,NA,3,1,2,2,2,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,566.106082
2023,37,1,1,1,1,40,1,4,3,3,1,1,2,3,2,99,4,99,4,4,3,1,1,1,1,1,-9,3,6,6,1,987.800263
2023,37,2,1,6,2,29,6,4,2,3,1,1,1,3,2,99,4,99,4,4,3,1,1,1,2,1,-9,2,6,6,1,987.800263
2023,37,3,1,6,3,8,6,1,1,NA,1,1,99,NA,3,1,4,2,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,987.800263
2023,38,1,1,1,1,65,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,1,1,1,1,1,-9,7,6,6,1,474.709568
2023,38,2,1,6,2,61,6,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,1,1,1,1,1,-9,6,6,6,1,474.709568
2023,38,3,1,6,3,20,6,3,1,NA,1,1,99,NA,3,1,1,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,474.709568
2023,39,1,1,1,1,67,1,1,1,NA,1,5,99,NA,3,99,1,99,1,3,2,4,2,2,NA,1,764,2,6,6,1,2142.235645
2023,40,1,1,1,1,62,6,1,1,NA,1,3,99,NA,3,99,1,99,1,4,3,3,1,2,NA,1,-9,3,6,6,1,1905.295778
2023,41,1,1,6,2,49,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,-9,3,6,6,1,1795.806378
2023,41,2,1,1,1,46,6,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,1,1,1,1,1,-9,5,6,6,1,1795.806378
2023,41,3,1,6,3,19,1,1,1,NA,1,1,99,NA,3,1,1,2,1,3,2,3,1,2,NA,6,NA,NA,6,6,1,1795.806378
2023,41,4,1,6,3,16,1,1,1,NA,1,1,99,NA,3,1,1,2,1,3,2,5,2,2,NA,6,NA,NA,1,1,6,1795.806378
2023,42,1,1,1,1,65,1,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,4,2,2,NA,1,1470,3,6,6,1,123.974285
2023,42,2,1,6,2,61,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,3,1,2,NA,6,NA,NA,6,6,1,123.974285
2023,43,1,1,6,2,61,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,3,1,2,NA,1,-9,2,6,6,1,466.647157
2023,43,2,1,1,1,61,6,4,1,NA,1,2,1,1,1,99,1,99,1,6,4,1,1,1,1,1,-9,4,6,6,1,466.647157
2023,44,1,1,1,1,36,6,4,2,3,1,2,2,1,1,99,4,99,4,2,1,1,1,1,1,1,-9,5,6,6,1,746.703875
2023,44,2,1,6,2,36,1,4,2,3,1,2,1,1,1,99,4,99,4,3,2,1,1,1,1,1,-9,3,6,6,1,746.703875
2023,44,3,1,6,3,10,1,1,2,3,1,1,99,NA,3,2,4,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,746.703875
2023,44,4,1,6,3,5,6,1,2,3,1,1,99,NA,3,2,4,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,746.703875
2023,45,1,1,1,1,59,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,1,1,1,1,1,-9,4,6,6,1,1157.629627
2023,45,2,1,6,2,56,6,1,3,3,1,2,1,1,1,99,4,99,1,7,4,1,1,1,1,1,-9,4,6,6,1,1157.629627
2023,45,3,1,6,3,23,1,1,1,NA,1,1,99,NA,3,1,1,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,1157.629627
2023,45,4,1,6,3,19,6,1,1,NA,6,1,99,NA,3,1,1,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,1157.629627
2023,46,1,1,1,1,79,6,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,800,2,6,6,1,1020.598279
2023,47,1,1,1,1,59,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,1500,4,6,6,1,322.42263
2023,47,2,1,6,2,58,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,1,1,1,1,1,1500,4,6,6,1,322.42263
2023,48,1,1,1,1,69,6,1,1,NA,1,1,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,-9,2,6,6,1,1311.003151
2023,49,1,1,1,1,71,6,1,1,NA,1,4,99,NA,3,99,1,99,1,7,4,4,2,2,NA,1,-9,5,6,6,1,948.349947
2023,50,1,1,1,1,79,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,4,2,2,NA,1,828,2,6,6,1,324.288243
2023,50,2,1,6,2,77,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,4,2,2,NA,1,828,2,6,6,1,324.288243
2023,51,1,1,1,1,53,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,2,1,1,1,1,2000,5,6,6,1,241.150335
2023,51,2,1,6,2,53,6,4,3,3,1,2,1,1,1,99,4,99,4,4,3,1,1,1,1,1,1000,3,6,6,1,241.150335
2023,51,3,1,6,3,16,6,1,1,NA,1,1,99,NA,3,1,1,2,4,3,2,5,2,2,NA,6,NA,NA,1,1,6,241.150335
2023,51,4,1,6,3,12,6,1,1,NA,1,1,99,NA,3,1,1,2,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,241.150335
2023,52,1,1,1,1,66,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,4,2,2,NA,1,-9,2,6,6,1,371.874763
2023,52,2,1,6,2,62,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,6,2,2,NA,1,-9,2,6,6,1,371.874763
2023,53,1,1,1,1,46,6,1,1,NA,1,1,99,NA,3,99,1,99,1,7,4,1,1,1,1,1,-9,5,6,6,1,1481.641708
2023,54,1,1,1,1,62,6,1,1,NA,1,5,99,NA,3,99,1,99,1,3,2,1,1,1,1,1,863,2,6,6,1,156.899386
2023,55,1,1,1,1,26,6,4,2,3,1,1,99,NA,3,99,4,99,4,4,3,1,1,1,2,1,800,2,6,6,1,832.019271
2023,55,2,1,6,6,24,6,4,2,3,1,1,99,NA,3,99,4,99,4,4,3,5,2,2,NA,1,500,2,1,6,6,832.019271
2023,56,1,1,1,1,65,1,1,1,NA,1,5,2,3,2,99,1,99,1,3,2,4,2,2,NA,1,1200,3,6,6,1,436.036928
2023,56,2,1,6,2,60,6,1,1,NA,1,5,1,3,2,99,1,99,1,3,2,3,1,2,NA,6,NA,NA,6,6,1,436.036928
2023,57,1,1,1,1,31,1,1,1,NA,1,1,99,NA,3,99,1,99,1,5,4,1,1,1,1,1,2000,5,6,6,1,3069.562059
2023,58,1,1,1,1,57,6,1,1,NA,1,1,99,NA,3,99,1,99,1,1,1,4,2,2,NA,-9,-9,-9,6,6,1,1291.581929
2023,59,1,1,6,2,47,1,1,1,NA,1,1,2,3,2,99,1,99,1,3,2,1,1,1,1,1,-9,3,6,6,1,507.227004
2023,59,2,1,1,1,47,6,1,1,NA,1,5,1,3,2,99,1,99,1,5,4,1,1,1,1,1,-9,3,6,6,1,507.227004
2023,60,1,1,1,1,45,6,3,2,3,1,5,99,NA,3,99,3,99,3,7,4,1,1,1,1,1,-9,5,6,6,1,547.197296
2023,61,1,1,1,1,58,6,1,1,NA,1,5,99,NA,3,99,1,99,1,3,2,2,1,1,1,1,-9,2,6,6,1,1095.976083
2023,62,1,1,1,1,69,1,1,1,NA,1,3,99,NA,3,99,1,99,1,3,2,4,2,2,NA,1,1700,4,6,6,1,1067.10663
2023,62,2,1,6,3,27,6,1,1,NA,1,1,99,NA,3,1,1,99,1,3,2,1,1,1,1,1,400,1,6,6,1,1067.10663
2023,62,3,1,6,3,25,6,1,1,NA,1,1,99,NA,3,1,1,99,1,3,2,3,1,2,NA,6,NA,NA,6,6,1,1067.10663
2023,63,1,1,1,1,85,6,1,1,NA,1,3,99,NA,3,99,1,99,1,7,4,4,2,2,NA,1,3347,7,6,6,1,2528.094494
2023,64,1,1,1,1,71,1,1,1,NA,1,2,2,1,1,99,1,99,1,8,4,4,2,2,NA,1,2683,6,6,6,1,420.277579
2023,64,2,1,6,2,71,6,1,1,NA,1,2,1,1,1,99,1,99,1,6,4,4,2,2,NA,1,2450,5,6,6,1,420.277579
2023,65,1,1,6,2,40,1,1,1,NA,1,2,2,1,1,99,1,99,1,7,4,1,1,1,1,1,5100,7,6,6,1,633.356009
2023,65,2,1,1,1,40,6,1,1,NA,1,2,1,1,1,99,1,99,1,7,4,1,1,1,1,1,3600,7,6,6,1,633.356009
2023,65,3,1,6,3,5,1,2,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,633.356009
2023,65,4,1,6,3,2,6,2,1,NA,1,1,99,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,633.356009
2023,66,1,1,1,1,65,1,1,1,NA,1,2,2,1,1,99,1,99,1,5,4,1,1,1,1,1,-9,-9,6,6,1,409.730398
2023,66,2,1,6,2,67,6,1,1,NA,1,2,1,1,1,99,1,99,1,4,3,4,2,2,NA,1,-9,-9,6,6,1,409.730398
2023,67,1,1,1,1,77,6,1,1,NA,1,3,99,NA,3,99,1,99,1,4,3,4,2,2,NA,1,-9,3,6,6,1,1528.198172
2023,68,1,1,1,1,51,1,1,1,NA,1,2,2,1,1,99,1,99,1,3,2,1,1,1,1,1,1200,3,6,6,1,571.2647
2023,68,2,1,6,2,46,6,1,1,NA,1,2,1,1,1,99,1,3,1,4,3,1,1,1,1,1,1200,3,6,6,1,571.2647
2023,68,3,1,6,5,77,6,1,1,NA,1,3,99,NA,3,99,1,99,1,2,1,4,2,2,NA,1,900,2,6,6,1,571.2647
2023,69,1,1,1,1,51,1,1,1,NA,1,5,99,NA,3,99,1,99,1,3,2,1,1,1,1,1,-9,4,6,6,1,581.866369
2023,70,1,1,1,1,64,1,1,1,NA,1,2,2,1,1,99,1,99,1,2,1,4,2,2,NA,1,-9,5,6,6,1,1201.950939
2023,70,2,1,6,2,59,6,1,1,NA,1,2,1,1,1,99,1,99,1,3,2,1,1,1,1,1,-9,3,6,6,1,1201.950939
2023,71,1,1,1,1,81,6,1,1,NA,1,1,99,NA,3,99,1,99,1,1,1,4,2,2,NA,1,-9,1,6,6,1,862.06797
2023,72,1,1,6,2,41,6,1,1,NA,1,1,2,3,2,99,1,99,1,4,3,1,1,1,1,1,1100,3,6,6,1,810.47813
2023,72,2,1,1,1,49,1,1,1,NA,1,1,1,3,2,99,1,99,1,4,3,1,1,1,1,1,1900,4,6,6,1,810.47813
2023,72,3,1,6,3,6,6,1,1,NA,1,1,99,NA,3,2,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,810.47813
2023,73,1,1,1,1,34,1,1,1,NA,1,1,99,NA,3,99,1,99,1,6,4,1,1,1,1,1,1750,4,6,6,1,549.334978
2023,74,1,1,1,1,74,1,1,1,NA,1,2,2,1,1,99,1,99,1,4,3,4,2,2,NA,1,4800,7,6,6,1,555.718938
2023,74,2,1,6,2,75,6,1,1,NA,1,2,1,1,1,99,1,99,1,5,4,6,2,2,NA,6,NA,NA,6,6,1,555.718938
2023,74,3,1,6,3,45,1,1,1,NA,1,1,99,NA,3,1,1,2,1,7,4,2,1,1,1,1,2100,5,6,6,1,555.718938
2023,75,1,1,1,1,48,1,2,2,1,1,2,2,1,1,99,2,99,2,3,2,1,1,1,1,1,1200,3,6,6,1,1194.928735
2023,75,2,1,6,2,40,6,2,2,1,1,2,1,1,1,99,2,99,2,3,2,3,1,2,NA,6,NA,NA,6,6,1,1194.928735
2023,75,3,1,6,3,22,1,2,2,1,1,1,99,NA,3,1,2,2,2,4,3,1,1,1,2,1,600,2,6,6,1,1194.928735
2023,75,4,1,6,3,21,6,2,2,1,1,1,99,NA,3,1,2,2,2,4,3,1,1,1,2,1,600,2,6,6,1,1194.928735
2023,75,5,1,6,3,15,1,1,2,1,1,1,99,NA,3,1,2,2,2,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,1194.928735
2023,76,1,1,6,2,53,1,1,1,NA,1,1,2,2,2,99,1,99,1,5,4,1,1,1,1,1,1500,4,6,6,1,3228.158939
2023,76,2,1,1,1,52,6,1,1,NA,1,5,1,2,2,99,1,99,1,7,4,1,1,1,1,1,1800,4,6,6,1,3228.158939
2023,76,3,1,6,3,21,1,1,1,NA,1,1,99,NA,3,99,1,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,3228.158939
2023,76,4,1,6,3,19,1,1,1,NA,1,1,99,NA,3,99,1,2,1,4,3,5,2,2,NA,6,NA,NA,1,1,6,3228.158939
2023,77,1,1,1,1,85,1,1,1,NA,1,2,2,1,1,99,1,99,1,1,1,4,2,2,NA,1,1050,3,6,6,1,505.657189
2023,77,2,1,6,2,84,6,1,1,NA,1,2,1,1,1,99,1,99,1,1,1,6,2,2,NA,6,NA,NA,6,6,1,505.657189
2023,78,1,1,6,2,78,1,1,1,NA,1,2,2,1,1,99,1,99,1,2,1,4,2,2,NA,1,-9,2,6,6,1,560.714508
2023,78,2,1,1,1,79,6,1,1,NA,1,2,1,1,1,99,1,99,1,2,1,4,2,2,NA,1,-9,2,6,6,1,560.714508
2023,79,1,1,1,1,85,1,1,1,NA,1,2,2,1,1,99,1,99,1,2,1,4,2,2,NA,1,-9,2,6,6,1,1392.958649
2023,79,2,1,6,2,85,6,1,1,NA,1,2,1,1,1,99,1,99,1,1,1,4,2,2,NA,1,430,1,6,6,1,1392.958649
2023,79,3,1,6,3,58,1,1,1,NA,1,1,99,NA,3,1,1,2,1,2,1,3,1,2,NA,6,NA,NA,6,6,1,1392.958649
2023,80,1,1,1,1,33,6,1,1,NA,1,1,2,3,2,3,1,99,1,3,2,1,1,1,1,1,1250,3,6,6,1,1542.348425
2023,80,2,1,6,2,31,6,1,1,NA,1,1,1,3,2,99,1,99,1,5,4,1,1,1,2,1,1000,3,6,6,1,1542.348425
2023,80,3,1,6,4,73,1,1,1,NA,1,3,99,NA,3,99,1,99,1,1,1,4,2,2,NA,1,957,2,6,6,1,1542.348425
2023,81,1,1,1,1,36,1,4,2,3,1,2,2,1,1,99,4,99,4,5,4,1,1,1,1,1,1500,4,6,6,1,2095.051471
2023,81,2,1,6,2,31,6,4,2,3,1,2,1,1,1,99,4,99,4,7,4,6,2,2,NA,6,NA,NA,6,6,1,2095.051471
2023,81,3,1,6,3,1,1,4,2,3,1,1,99,NA,3,1,4,2,4,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,6,2095.051471
2023,82,1,1,1,1,74,1,1,1,NA,1,2,2,1,1,99,1,99,1,2,1,4,2,2,NA,1,-9,2,6,6,1,1364.982536
