survey_year,household_id,survey_weight,total_consumption_spend_eur,home_energy_spend_eur,home_electricity_spend_eur,home_gas_spend_eur,home_other_fuels_spend_eur,private_vehicle_fuel_spend_eur,vehicle_diesel_spend_eur,vehicle_petrol_spend_eur,monthly_net_income_eur,household_size,children_under18,employed_members,region_code,municipality_size_code,dwelling_area_m2,heating_energy_source,hot_water_energy_source
2023,5988,2168.522508,44840.4869035374,3307.4000032468202,1302.00000211388,0,2005.40000113294,2810.3101893190005,2768.60548961385,41.7046997051506,3600,3,0,2,9,3,100,Other liquid fuels,Other liquid fuels
2023,5989,365.913504,16556.1978822186,650.820009091548,304.680009841889,346.139999249659,0,0,0,0,2192,1,0,1,7,2,65,Natural gas,Natural gas
2023,5990,1153.728058,49505.5941683616,1043.159999147737,491.159997428094,552.000001719643,0,2768.60549403402,0,2768.60549403402,2289,1,0,0,13,4,87,Natural gas,Natural gas
2023,5991,1189.862921,46483.2163469022,941.9999986704349,647.999997640064,294.000001030371,0,1661.16329462459,0,1661.16329462459,3196,2,0,1,10,3,70,Electricity,Natural gas
2023,5992,524.157293,54849.6176509367,1484.63999336169,1484.63999336169,0,0,3832.06515834933,3832.06515834933,0,2080,2,0,2,3,2,90,Electricity,Electricity
2023,5993,500.43663,43698.9069724972,994.91999616415,464.999994105148,529.920002059002,0,2676.49506392048,2676.49506392048,0,1663,2,0,0,16,4,104,LPG,LPG
2023,5994,1120.748002,45052.4341777948,959.999998286858,959.999998286858,0,0,3086.752342030944,2701.62433892075,385.128003110194,5617,4,0,4,1,1,90,No heating,Electricity
2023,5995,325.526704,15457.9405565449,587.999994003564,587.999994003564,0,0,0,0,0,2200,1,0,0,6,3,115,LPG,LPG
2023,5996,419.704555,43149.0416157146,417.839996995029,417.839996995029,0,0,0,0,0,2607,2,0,0,8,2,50,Electricity,Electricity
2023,5997,237.379227,46426.4480901692,2046.000006563341,711.180005653991,1334.82000090935,0,0,0,0,2229,4,2,2,16,5,68,Natural gas,Natural gas
2023,5998,3239.362375,19615.5387647855,2205.792749568504,600.000001543514,1605.79274802499,0,1107.44219531784,0,1107.44219531784,762,5,0,1,9,3,NA,No heating,LPG
